text,label
Video shows Madrid attack horror. Video footage of the moment bombs exploded in a Madrid train station is released in Spain.,World
Cuba Hospitalizes Dissident After Wife's Protest.  HAVANA (Reuters) - Cuban authorities transferred a jailed  dissident suffering from a herniated disc to a military  hospital on Thursday after his wife staged an unprecedented  protest in Havana's Revolution Square.,World
"A time of testing for global democracy. Votes this month could mark advances in the Middle East, but history shows that democracy requires time, commitment.",World
"Sun is upgrading enterprise development tool suite. Sun Microsystems on Tuesday unveiled Version 7 of the companys enterprise development tool suite, Sun Java Studio Enterprise, and previewed a JVM that will support 64-bit AMD Opteron processors.",Sci/Tech
"Soccer Prodigy Adu Wins Cybersquatter Case. &lt;p&gt;\&lt;/p&gt;&lt;p&gt; GENEVA (Reuters) - U.S. soccer's most expensive player,\teenage prodigy Freddy Adu, has won his cybersquatting case\against a man who claimed to be preparing a fan-based Web Site,\an international arbitrator ruled on Thursday.&lt;/p&gt;",Sci/Tech
"NASA Telescopes Find Dust Rings Around (AP). AP - For the first time, scientists have found rings of dust around planet-bearing stars  #151; an important confirmation of theories about how planets form, NASA announced Thursday.",Sci/Tech
Black Watch pilot shot by rebels. AN ARMY pilot attached to The Black Watch battle group was critically injured last night after being shot while at the controls of his helicopter.,World
"Spam: From nuisance to corporate killer. KUALA LUMPUR: Corporations which think that spam is merely an irritation must change their mindset to consider it a real security threat instead, said e-mail security provider Ironport Systems Inc.",Sci/Tech
"BorgWarner Makes \$759 Million Takeover Offer for Beru (Update5). BorgWarner Inc., the biggest US maker of automatic-transmission parts for cars, said it plans to take over Beru AG, valuing the German maker of diesel-engine starting systems at \$795 million.",Business
Plenty of Blame to Go Around in Monday Night Meltdown. Sometimes you have to wonder what the geniuses at the major network sports divisions are imbibing or inhaling when they make critical decisions about what we watch.,Sports
Price drop prompts oil quota call. Opec members call for a cut in rampant over-production as prices oil prices plummet amid warmer US weather.,World
"Alvarion to Expand Wireless Broadband in China.  JERUSALEM (Reuters) - Israeli wireless broadband systems  provider Alvarion Ltd. &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=ALVR.O qtype=sym infotype=info qcat=news""&gt;ALVR.O&lt;/A&gt; &lt;A HREF=""http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=ALVR.TA qtype=sym infotype=info qcat=news""&gt;ALVR.TA&lt;/A&gt; said on Tuesday that  China Netcom expanded its deployment of Alvarion's systems to  four more Chinese provinces.",Sci/Tech
MSN Search to Challenge Google and Yahoo. MSN Search to Challenge Google and Yahoo\\The new MSN Search is a full speed ahead effort for Microsoft to catch Google and Yahoo in the search engine race and are about ready to release their MSN Search Engine. Microsoft has offered a search engine since long on their MSN website ...,Sci/Tech
No. 25 Gonzaga Edges Washington St. 54-52 (AP). AP - Ronny Turiaf scored 17 points and Adam Morrison added 12 as No. 25 Gonzaga held off Washington State 54-52 on Tuesday night.,Sports
"NFL notes: Janikowski finalizes extension with Raiders. Raiders: Sebastian Janikowski finalized a \$10.5 million, five-year contract extension with the Oakland Raiders that makes him the highest paid placekicker in the NFL.",Sports
Kodak eyes faster digital growth. Kodak enjoys a rise in profits thanks to strong sales of digital cameras but its traditional film business continues to struggle.,Business
"Dial 065 for CyberSpace. p2pnet.net News:- Punch in 056 for the Net, says Ofcom, Britain #39;s regulator for the UK communications industries. Ofcom says it #39;ll also offer users geographic numbers beginning with 01 or 02.",Sci/Tech
"Sales of 'Shrek 2' DVD seeing green, possibly sinking 'Nemo' (USATODAY.com). USATODAY.com - The big green ogre may be about to reclaim his DVD sales crown from that little orange clown fish. Already the top-grossing movie of 2004, Shrek 2  is now the biggest DVD of the year after just the first three days of sales.",Sci/Tech
"Ryan Palmer Wins Funai Classic Over Singh (AP). AP - With a Sunday charge that would have made his namesake Arnold Palmer proud, Ryan Palmer birdied four straight holes down the stretch and closed with a 10-under 62 to win the Funai Classic at Disney by three shots over Vijay Singh and Briny Baird.",Sports
"Haiti faces major emergency as floods kill more than 700. PORT-AU-PRINCE : Disaster relief crews battled to get emergency aid to 170,000 people affected by floods that killed more than 700 in Haiti, a Caribbean nation that ranks among the world #39;s poorest.",World
"FIA issue 19-race draft calendar. The British Grand Prix is one of 19 races listed on the provisional calendar for the 2005 Formula One season, as released by the sport #39;s governing body, the FIA, on Wednesday.",Sports
"Billboard chimes in on ring tones. The music industry magazine will soon be publishing a list of best-selling ring tones, according to sources.",Sci/Tech
"Mitsubishi Elec to Stop Making Large LCD Panels.  TOKYO (Reuters) - Japan's Mitsubishi Electric Corp. said on  Tuesday it would gradually stop making liquid crystal display  (LCD) panels for televisions and computers, instead focusing on  smaller LCD panels.",Sci/Tech
"Interwoven scoops up records management company. ECM (enterprise content management) company Interwoven on Monday announced the acquisition of Software Intelligence, a maker of records management technology, for \$2 million in cash and stock.",Sci/Tech
Wenger stab at Mourinho. Arsenal boss Arsene Wenger insisted he is not surprised by Jose Mourinho turning Chelsea into title contenders - as Claudio Ranieri had already laid the foundations for success.,Sports
"Reliance vice-chair sees ""long days"" ahead in rift (Reuters). Reuters - A rift between the Ambani brothers, who run India's Reliance conglomerate, is unlikely to be resolved soon, the younger brother indicated on Thursday after six directors resigned from the board of Reliance Energy Ltd..",World
"Stocks to Watch on Thursday, October 7. The US cleaning products maker has agreed to buy back a 29 percent stake from Germany #39;s Henkel KGaA (HNKG_p.DE: Quote, Profile, Research) .",Business
EBay Agrees to Limit Racial Slurs on Auction Site. Internet auction house eBay Inc. said on Wednesday it would limit the use of racial slurs after US city officials complained the offensive terms were being used to advertise lawn jockeys and other antiques.,Sci/Tech
Schwarzenegger Signs California Anti-Spyware Bill (Reuters). Reuters - California Gov. Arnold\Schwarzenegger signed an anti-spyware bill on Tuesday banning\unauthorized installation of deceptive software that hides in\personal computers and secretly monitors user activity.,Sci/Tech
"Hurricane Spills Gallons of Acidic Waste (AP). AP - Hurricane Frances carved a huge gap in the wall of a fertilizer company reservoir, spilling 41 million gallons of acidic waste that posed a threat to aquatic life in a bay near Tampa.",Sci/Tech
"Divers Keep Smelly Sewers Flowing. Carlos Barrios Orta squeezed himself into his rubber diving suit, pulled on an 18-pound helmet that made him look like an astronaut, then lowered himself into the sewer. He disappeared into the filthy water, which looked like some cauldron of rancid beef stew, until the only sign of him was air bubbles breaking the surface.",World
"Intel #39;s Centrino connects with all Wi-Fi standards. Intel announced on Thursday a component that #39;s compatible with all Wi-Fi standards, which will let the chipmaker reach the full audience of individuals seeking to be wirelessly connected.",Sci/Tech
"CDs 'will dominate music market'. The CD will stay the most popular music format until at least the end of the decade, according to a new survey.",Sci/Tech
"Image Flaw Exposes Users to Hacker Risk. Because Internet Explorer is one of the programs vulnerable to a newly discovered Windows image flaw, it is possible that someone could fall victim to a virus written to exploit it just by visiting a Web site that uses JPEG images.",Sci/Tech
"Sacramento Kings Release Liu, Two Others (AP). AP - Liu Wei, a starting guard for the Chinese national team, was among three players released by the Sacramento Kings on Sunday.",Sports
Turning Phone Into Broadcaster (Ziff Davis). Ziff Davis - Enterprise communications systems are no longer used simply as tools of convenience and sound business practice but increasingly as crisis-management programs as well.,Sci/Tech
"NCR inkjet refills recalled. THE US Consumer Product Safety Commission said that 78,000 NCR  quot;universal quot; inkjet refill kits have been recalled. The kits, said the Commission, were sold in Walgreens and Big Lots betwen April and June for around \$12.",Business
"Suicide theory over crash. Police today told of their shock at the  quot;utter devastation quot; of the Berkshire rail crash. The car driver, who was among the dead, had parked across the track at the crossing in an apparent suicide.",World
"Two killed in bomb blast south of Baghdad. A car bomb has exploded in the Iraqi town of Suwayra, south of Baghdad, killing two people and wounding 10, the Interior Ministry says.",World
"Stocks Climb on Drop in Consumer Prices. NEW YORK - Another jump in oil prices pre-empted a rally on Wall Street Tuesday, though stocks managed to post modest gains on the strength of the latest consumer price report, which put many investors' inflation fears to rest for the near term.    Stocks started the session strong after the government's Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...",World
"Amazing race. ATHENS -- In one of the greatest 100-meter races in history, in a packed stadium rocking with emotion, Justin Gatlin of the United States bolted to an Olympic gold medal last night in front of a fiercely energized field that set a new standard of sprinting excellence.",Sports
Soccer Legend Maradona Arrives in Cuba (AP). AP - Former soccer great Diego Maradona returned to Cuba on Monday to resume treatment for cocaine addiction after a relapse confined him to a psychiatric hospital in his native Argentina and sparked unsuccessful attempts by his family to keep him at home.,Sports
"India pulls 3000 troops from Kashmir. India had pulled about 3000 troops out of Kashmir in a planned withdrawal, officials said yesterday, as the peace process between New Delhi and Islamabad came under strain.",World
"Merck Pulls Arthritis Drug Off Market.  NEW YORK (Reuters) - Merck   Co Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MRK.N target=/stocks/quickinfo/fullquote""&gt;MRK.N&lt;/A&gt; on Thursday  pulled its arthritis drug Vioxx off the market after a study  showed it doubled the risk of heart attack and stroke, a move  that sent its shares plunging and erased \$25 billion from its  market value.",Business
"Ulmer resets record, wins gold. Sarah Ulmer won New Zealand #39;s first Olympic cycling gold medal Sunday, shaving almost two more seconds off the world mark she set Saturday in the women #39;s individual pursuit.",Sports
"Oracle Lobbies PeopleSoft on Takeover Bid (AP). AP - Business software maker Oracle Corp. is trying to sway the outcome of its  #36;9.2 billion bid for PeopleSoft Inc. by meeting directly with its rival's major shareholders, hoping to persuade them the all-cash offer is their best remaining option.",Sci/Tech
"Wizards can #39;t corral Wade. WASHINGTON--For much of the night, Shaquille O #39;Neal was right where the Washington Wizards wanted him. Saddled with foul trouble, the center was cramming his 7-foot-3-inch body onto a way-too-small folding chair on the Miami Heat #39;s bench.",Sports
"Get Ready To Patch. Installing patches to fix application and system flaws is still a major chore for businesses. With Microsoft #39;s XP SP2, they face their biggest challenge.",Sci/Tech
"KDE 3.3 Linux desktop closes in on Windows. The final release of KDE 3.3, an open-source Linux desktop environment, is due in a few days and will give users greatly improved email facilities. ",Sci/Tech
"Romania Presidential Race Too Close to Call.  BUCHAREST (Reuters) - Romanian Prime Minister Adrian  Nastase and centrist opposition leader Traian Basescu emerged  neck-and-neck from the second round of presidential elections  on Sunday, exit polls showed.",World
"Washington Post Editor Stepping Down. Steve Coll, The Washington Post's managing editor for six years, said today he is stepping down at the end of the year to pursue book projects.",Business
Mobile phone customers get connected. Cingular Wireless marked the completion of its \$41 billion takeover of AT amp;T Wireless Services Inc. by immediately expanding unlimited mobile-to-mobile calling between the two networks. Subscribers of the original Cingular and AT amp;T Wireless who have had plans that gave them unlimited calls to fellow subscribers now also get free unlimited calls to subscribers of the other carrier. Cingular is now ...,Business
"Iraqi Premier and Sunni Leaders Meet in Jordan to Discuss Election. The interim prime minister of Iraq, Ayad Allawi, met here today with Sunni Arab leaders to try to persuade them to take part in the Iraqi elections planned for late next month.",World
"U.N. to Debate Anti-Cloning Treaty (AP). AP - The highly contentious issue of cloning is back on the U.N. agenda, with support among member states for a treaty banning human cloning but divisions over the use of human embryos for medical research.",Sci/Tech
"Asian Stock Markets Close Mixed. Asian stock markets closed mixed Monday, with the key indexes dipping both in Hong Kong and Singapore. Japanese financial markets were closed for a national holiday.",Business
"Targets 'hamper recycling effort'. Government policy is undermining  efforts to improve the UK's recycling record, a report by the charity Forum for the Future says.",Sci/Tech
"Space Tourism Seeking Public Investors (AP). AP - It was billionaire Paul Allen's  #36;20 million that allowed Burt Rutan to build SpaceShipOne, the first privately financed manned rocket to reach space.",Sci/Tech
"Stock benchmarks in Asia fall. MUMBAI: Japan #39;s Nikkei 225 Stock Average fell for the first day in four after brokerages cut their ratings on the companies, citing concern that earnings growth may slow.",Business
Microsoft denies flaw in XP upgrade. Microsoft Corp. is flatly denying what it calls  quot;misguided reports quot; of a flaw in its new Windows XP Service Pack 2 upgrade that exposes security information to hackers.,Sci/Tech
AMD #39;s Low-Cost Web Device Targets Developing World. Chipmaker AMD has developed a low-cost Web access appliance called the  quot;Personal Information Communicator quot; (PIC) that it plans to sell in developing countries.,Sci/Tech
"Racing: Lone Star turf magical for Ouija Board. Under the cover of darkness, the entire British challenge for Breeders #39; Cup XXI emerged on to the track here at Lone Star Park yesterday.",Sports
Reliving Lewis and Clark: Conflicts With the Sioux. This September things suddenly got interesting for reenactors retracing the route of Lewis and Clark up the Missouri: Reliving the journey also meant reliving conflicts with the Sioux Indians.,Sci/Tech
"Odyssey Replaces Chief Amid Justice Department Probe (Update1). Odyssey HealthCare Inc., which operates 72 hospices in the US, replaced Chief Executive Officer David Gasmire amid a US Justice Department investigation of the company #39;s billing practices.",Business
"P2P for cell phones: Reach out and share something. Next year, wireless operators will debut ways to share a favorite ring tone. But don't expect a Napster free-for-all.",Sci/Tech
"Palestinian economy  #39;in decline #39;. Despite a short-lived increase in Palestinian jobs in 2003, the economy is performing well below its potential, said a World Bank report.",World
"GDP growth slows in third quarter. Economic growth slowed sharply in the third quarter of 2004 to its weakest since the run-up to the Iraq war early last year, reinforcing expectations ",Business
"Cingular handset talks to users. Cingular Wireless is offering a software application intended to help the visually impaired make full use of their cell phones. The Talks application, which works only with the Nokia 6620 phone, converts menus ",Business
"Rio Fights Rampant Street Crime as Tourists Fly In. &lt;p&gt;&lt;/p&gt;&lt;p&gt; By Andrei Khalip&lt;/p&gt;&lt;p&gt; RIO DE JANEIRO, Brazil (Reuters) - Police armed with riflesand wearing flak jackets manned checkpoints across Rio deJaneiro on Thursday to prevent muggings and other violence astourists flocked to the ocean city for the holiday season.&lt;/p&gt;",World
"Caterpillar Boosts 2004 Sales View. Heavy equipment maker Caterpillar Inc. on Tuesday raised its full-year sales expectations, as stronger demand in North and South America fueled a sharp increase in global machine and engine sales.",Business
Nepalese rally for democracy. KATHMANDU: Thousands of opposition party supporters rallied in the Nepalese capital yesterday demanding the king return sovereignty to the people.,World
"Kerr posts one-stroke win at LPGA Tour #39;s State Farm Classic. Kerr claimed her third tournament of the year Sunday, overcoming a shaky final round and a strong challenge from Christina Kim to win the State Farm Classic.",Sports
"Russian-Canadian Businessman to Start New F1 Team in 2006. Russian-born Alexander Shnaider, chairman of Midland Group, said on Friday the Midland F1 team will begin racing in the season-opening Australian Grand Prix.",Sports
"Johnson  amp; Johnson May Buy Guidant, NY Times Says (Update2). Johnson  amp; Johnson, the world #39;s biggest producer of medical devices, is in talks to buy heart defibrillator maker Guidant Corp.",Business
"FCC Cuts Public Line To Phone Outage Data. The Federal Communications Commission, citing concerns about national security, has abandoned a 10-year-old policy and will no longer give the public access to information about past telephone network outages. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Sci/Tech
"TSMC sees plummeting utilization, capex down in 2005. LONDON - According to a correspondent in Taiwan Morris Chang, chairman of Taiwan Semiconductor Manufacturing Co. Ltd. had some interesting things to say about the outlook following on from the company #39;s third quarter results.",Business
"Specter, Opponents Press Senate Leaders (AP). AP - Sen. Arlen Specter is working the phones and embarking on a media blitz in an attempt to cement his standing as future chairman of the Senate Judiciary Committee in the face of demands from conservatives that he be passed over.",World
"Australian Gasoline Prices May Ease, Treasurer Costello Says. Australia #39;s inflation rate was contained and gasoline prices may ease in coming months, Treasuer Peter Costello told reporters in Melbourne.",Business
"Maroth finally gets 11th win, 3-1. When you #39;ve lost 21 games in a season, how tough can it be to deal with a runner in scoring position and nobody out? Tigers left-hander Mike Maroth ruined three such opportunities for Cleveland ",Sports
"Second Seed Dementieva Hammered in New Haven.  NEW YORK (Reuters) - Second seed Elena Dementieva's hopes  of a first title in 2004 ended in double-quick time when she  was hammered 6-1, 6-1 by fellow Russian Elena Bovina in the  semi-finals of the \$585,000 New Haven Open on Friday.",Sports
"Newspapers report Blair may call election earlier than expected? &lt;b&gt;...&lt;/b&gt;. Prime Minister Tony Blair may call general elections in February 2005 instead of in May, as had been widely expected, two newspapers reported Sunday.",World
"Real Madrid, Man Utd, Juventus Advance (AP). AP - Manchester United, Juventus and Real Madrid advanced Wednesday night to the first round of the European Champions League, and American midfielder DaMarcus Beasley scored to help PSV Eindhoven qualify.",Sports
Sharks respond to magnetic fields. The discovery adds weight to the long-held theory that the fish possess an internal compass to guide them over long distances. The University of Hawaii biologists reported in Britain #39;s Royal Society journal ,Sci/Tech
"Samsung unveils thumbnail mobile phone memory. Samsung today unveiled a small, low-power multimedia memory card (MMC) designed for mobile phones. At just 12 x 14 x 1.1mm, Samsung #39;s MMCmicro device is one-third the size of today #39;s common reduced-size multimedia cards.",Sci/Tech
"Intel CEO: Candidates Ignore Tech Debate. Intel Corp.'s chief executive on Tuesday decried the lack of attention by the presidential nominees to how the United States is losing its competitive edge over other nations on education, technological infrastructure and research and development.",Sci/Tech
Eight dead as typhoon brings heavy rain to southern Japan. Eight people are dead and two are missing in southern Japan because of heavy rain brought by a typhoon. ,World
"Delgado bears no grudges, but doesn #39;t think Jays made serious &lt;b&gt;...&lt;/b&gt;. TORONTO (CP) - Carlos Delgado says he is leaving Toronto with no grudges, although the first baseman doesn #39;t think the Blue Jays did all they could to re-sign him.",Sports
"Bush Picks Kellogg #39;s Gutierrez as US Commerce Chief (Update1). President George W. Bush picked Carlos Gutierrez, who rose from being a political refugee from Cuba to chairman and chief executive of Kellogg Co.",Business
Lilly cost-cutting to include 425 more positions. Indianapolis-based pharmaceutical firm says it will also close a research facility in North Carolina in effort to reduce drug prices.,Business
"Del Piero leads Juventus to victory. Rome, Italy (Sports Network) - Juventus stretched its lead in the Italian Serie A on Saturday with a 3-0 win over Siena. Del Piero put his side on the scoreboard in the 53rd minute when the Siena keeper, Marco ",Sports
"Williams is looking dangerous. Serena Williams, dressed to intimidate in denim and boots, warms up for her first-round match at the US Open. Picture:Reuters. Serena Williams delivered a carefully scripted message during her ",Sports
"Citibank to enter Texas markets. The nation #39;s largest bank will be setting up shop in Texas by acquiring Bryan-based First American Bank. The parent operation of Citibank said Tuesday that it will acquire First American, which has \$3.",Business
"India's Congress Wins Polls in Key Industrial State.  BOMBAY (Reuters) - India's ruling Congress party won power  in a giant state on Saturday, a victory that would boost the  fortunes of Italian-born Sonia Gandhi's party and strengthen  Prime Minister Manmohan Singh's minority national coalition.",World
"US blocks WTO entry talks with Iran. The World Trade Organisation (WTO) agreed on Monday to begin accession talks with Iraq and Afghanistan, but the United States again blocked any such negotiations with Iran, diplomats said.",World
"Italian Govt. Tries to Assure Country Over Hostages.  ROME (Reuters) - Italy's government tried to reassure an  anguished nation Thursday that two women hostages in Iraq were  most likely still alive, saying an Islamist group's claim to  have killed them was ""unreliable.""",World
This Cowboy will ride it out. All the Bill Parcells bashers coming out of the woodwork with the Cowboys struggling will not get their wish. Parcells is not going to step down before he completes the task he went to Dallas to perform.,Sports
"Internet's Speed Increases As It Turns 35 Years Old.   As the Internet turned 35 last week, Web speed-demons claimed a new record for how fast data can be transmitted over computer networks, announcing they had sent the equivalent of a big fat DVD movie file from Switzerland to California in a few seconds.",Sci/Tech
"Wakefield #39;s nightmare becomes a dream. Shortly before throwing the first pitch in Saturday night #39;s opening game of the World Series, Boston Red Sox pitcher Tim Wakefield will pause for just a second to locate his wife ",Sports
"High Rise, High Tech: Online Rant Control. Complaints about apartment buildings have found a raucous new outlet as residents turn to online message boards to share gripes and gossip.",Sci/Tech
No Easy Return. Felix Trinidad's return to boxing may be timed well but it won't be easy facing the aggressive and dangerous Ricardo Mayorga.,Sports
Macs do Star Wars dirty work. Painstaking effort and computer power went into cleaning up the original Star Wars trilogy for its DVD release.,World
ESPN Eyes Mobile Phone Market. Sports media company teams with Sprint to offer a branded cell phone service.,Sci/Tech
Everton Beats Liverpool in Premier League (AP). AP - Everton beat Liverpool 1-0 Saturday on Lee Carsley's goal in the 68th minute to move into second place in the Premier League.,Sports
"Spirit claims Mars water prize. Robot Mars rover Spirit has so far been eclipsed in its mission by its  quot;twin quot; Opportunity, which found rich evidence of a wet history at its landing site.",Sci/Tech
Union Seeks to Represent Wal-Mart Workers. Union efforts to organize Wal-Mart workers in Canada continued Monday in the auto-service departments of seven British Columbia outlets of the world #39;s largest retailer.,Business
"2 Abducted Italian Women Freed in Iraq After 3 Weeks. Two Italian women held hostage in Iraq for three weeks were freed today, Prime Minister Silvio Berlusconi of Italy announced.",World
"Taiwan opposition demands evidence on Chen's ""soft coup"" allegations (AFP). AFP - Taiwan opposition leaders have demanded President Chen Shui-bian provide evidence for his repeated allegations that military generals had plotted a ""soft coup"" in collaboration with rival China to cripple his government.",World
"South Korea Hunts Possible Infiltrators (AP). AP - South Korea's military tightened roadblocks and traffic checks north of Seoul after finding signs of possible infiltration by North Korean agents on Tuesday, officials said.",World
"UN hails Burma inmates' release. The UN Secretary General says he is  ""encouraged"" by the release of several top political prisoners in Burma.",World
"Wilkinson to miss England games. England captain Jonny Wilkinson has been ruled out for four to six weeks with a haematoma in his right arm. The Newcastle fly-half looks certain to miss England #39;s game against Canada on 13 November, plus the ",Sports
"Lara expected to play the final. West Indies captain Brian Lara, who had to retire hurt in the semifinal against Pakistan on Wednesday, has not suffered a serious injury.",Sports
"Mauresmo, Sharapova and Williams win. Making her first appearance in the season-ending tournament, Zvonareva committed 25 errors and never had a break point against Mauresmo #39;s serve.",Sports
"U.S. GIs Step Up Pressure on Najaf Rebels. NAJAF, Iraq - U.S. infantrymen engaged in fierce battles with cleric Muqtada al-Sadr's militants Monday and U.S...",World
"New Windows Planned for 2006. Microsoft Corp. announced yesterday that it will leave out some planned features from its next major operating system to meet a goal of rolling out a new version of Windows in the second half of 2006. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Sci/Tech
"Tennessee earns a little respect defeat of Georgia. No. 17 Tennessee arrived at No. 3 Georgia on Saturday, coming off a loss to Auburn, while the Bulldogs had thrashed LSU. Not only did the Volunteers drop nine spots in the national rankings ",Sports
"Anniversary marked with fire and blood. BAGHDAD: A suicide car bomber linked to al-Qaeda killed 13 people in Baghdad yesterday, the first anniversary of Saddam Hussein #39;s capture.",World
Washington Post Looking at Slate. Is the newspaper publisher's interest in the online magazine a stab at building a pay product?,Business
Ben Wallace loses brother to brain cancer. West coast trips have been filled with heartbreaking moments for Detroit Pistons All-star Ben Wallace. But it has had nothing to do with the games being played.,Sports
"Wheel Woes For Mars Rover. (AP) PASADENA, Calif. (AP)  The Mars rover Spirit has developed a problem with one of its six wheels, but NASA officials said Tuesday they believe the robot geologist can continue working. ",Sci/Tech
"France says Arafat medical file can be released to family. France says the medical files of former Palestinian leader Yasser Arafat can be released upon demand to eligible parties, such as his family.",World
"Zafi worm variant hides behind Christmas cheer. Zafi.D, a new version of the Zafi e-mail worm, is spreading Christmas wishes along with its malicious code, and has been rated a medium threat by antivirus software companies.",Sci/Tech
"The Importance Of Being Private (Forbes.com). Forbes.com - Google's 1.7 billion initial public offering in August gave entrepreneurs reason to rub the sleepy dust out of their eyes. All year the new-issues market had been slowly awakening. Through the end of October U.S. companies raised  #36;29 billion in initial stock sales, almost twice the total raised in all of 2003.",Business
Oil Falls as US Stockpiles Expected to Recover From Hurricane. Crude oil in New York fell for the first time in seven sessions on expectations that US stockpiles will rise in coming weeks as imports and production recover in the wake of Hurricane Ivan.,Business
"Sirius Says Its Subscribers Top 800,000. By Reuters. Sirius Satellite Radio Inc. said yesterday that it passed the 800,000 subscriber mark and is on track to have one million by the end of the year, further fueling the company #39;s stock.",Business
"NBA Wrap: Duncan Notches Season-High as Spurs Win.  NEW YORK (Reuters) - Tim Duncan poured in a season-high 34  points and grabbed 13 rebounds as the San Antonio Spurs won  their fifth straight game, 88-80 over the 76ers in Philadelphia  Thursday.",Sports
"Surf   Talk at 35,000 Feet. The FCC says it's inclined to let Web surfers go wireless on airplanes. Yippee! But they might allow in-flight cell phone use, too. Oh.",Business
"The Yankees' Rotation Leaves Heads Spinning. The Yankees should soon clinch their seventh consecutive division title, but they have little reason to be confident in their starters.",Sports
"UK Gives VoIP Its Own Area Code. Ofcom, the United Kingdom #39;s regulatory agency for telecommunications, revealed plans to facilitate voice over IP in the residental market, including a new prefix for broadband numbers.",Sci/Tech
"Triumphant Olympics End With Pride, Relief. ATHENS, Greece - Efharisto! A nervous world learned the Greek word for thank you and repeated it endlessly at an astonishingly successful Athens Olympics that quelled fears, surprised skeptics and greatly honored the birthplace of the games.    Efharisto, Athens, for architectural masterpieces of stadiums and arenas that showcased record performances...",World
Virtual PC opens window on Mac. I #39;ve been running a new Windows XP computer from Microsoft all week. It boots up quickly and runs smoothly. I #39;m very impressed.,Sci/Tech
"UPDATE 2-Real estate carries Intrawest back to profit. Ski resort developer Intrawest Corp. (ITW.TO: Quote, Profile, Research) (IDR.N: Quote, Profile, Research) jumped back into profit in the fourth quarter on greater contributions ",Business
"Former US-trained general projects a reputation for strength, calm. Susilo Bambang Yudhoyono, a retired four-star general trained in the United States, led the fight against Indonesia #39;s main al-Qaida-linked militant group.",World
Detecting Virus Outbreaks The Moment They Start. Killing a virus attack before it becomes damaging is something of a holy grail in today #39;s security environment. That #39;s because most viruses today are distributed through attachments to e-mail ,Sci/Tech
Rate hike #39;s effects. The Federal Reserve #39;s new wave of interest-rate increases is spilling into consumers #39; and investors #39; lives in good and bad ways.,Business
"Global warming:  #39;Millions at risk #39;. Buenos Aires - Environmental activists called attention on Monday to the perils of global warming, erecting an enormous  quot;Noah #39;s Ark quot; in downtown Buenos Aires, in a protest action providing  quot;shelter quot; to dozens of  quot;environmental refugees.",World
"In new rift, Russia accuses US, Britain of coddling Chechens. MOSCOW -- Last week's attack on a Russian school has driven new wedges between Russia and the West in the fight against terrorism, as Moscow continues to accuse the United States and European countries of coddling Chechen separatists.",World
Swatch tax complaint dismissed. US officials dismiss claims of tax evasion levelled at watchmaker Swatch by two former employees.,Business
"Tendulkar taking baby steps. Tendulkar, who is in a race to try and make the first Test against Australia in Bangalore, told the Press Trust of India that team physiotherapist Andrew Leipus was limiting his time in the nets.",Sports
Entertainment part of Paralympic Games closing ceremony canceled. The organizing committee for 2004 Athens Paralympic Games has decided to cancel the entertainment part of the closing ceremony due to a car accident which killed atleast seven students early Monday morning.,Sports
"Karzai Officially Declared Winner. KABUL, Afghanistan, Nov. 3 -- President Hamid Karzai on Wednesday was officially declared the winner of Afghanistan's first-ever democratic presidential election more than three weeks after votes were cast, giving him a five-year mandate to try to steer this country out of a quarter-century of civil war and strife.",World
"Fonterra proposal is  quot;bird in the hand quot;. Fonterra is aiming for a significant share of the Australian dairy foods market, with a bid for one of Australia #39;s largest operators.",Business
"Starcraft, Elvstroem, Paolini to meet in contentious WS Cox Plate. The Moonee Valley Racing Clubs \$2,231,779 WS Cox Plate (Aus-G1) is set for its 82nd running on Saturday at Moonee Valley racecourse, and has drawn on of the strongest fields in recent years.",Sports
AOL Developing File-Backup Service. Members could have automatic access to easy backup on AOL servers.,Sci/Tech
"Stocks Climb As Profit Worries Ease. NEW YORK - Stocks moved modestly higher Monday as investors discounted another technology profit warning and focused instead on positive outlooks for third- and fourth-quarter earnings.    While some investors were concerned that rising energy prices and the summer's economic slowdown would undermine third-quarter results for many companies, a new report by J.P...",World
"Travelers face record crowds at airports. Long lines and traffic delays greeted travelers in the Washington region who were headed out of town Wednesday for Thanksgiving, one of the busiest travel times of the year.",Business
"Keeping Love Connections Open. When choosing a mate, we often look for financial, moral, physical and emotional compatibility. Add one more characteristic to the list: connectivity. Commentary by Regina Lynn.",Sci/Tech
"Long Stifled, Iraqis Make Most of Chance to Vent on Talk Radio. Iraq's first talk radio station, Radio Dijla, has been putting Iraqis' opinions on everything from politics to romance directly on the air.",World
Citigroup's Japan boss apologies. Citigroup's top Japanese executive faces tough questioning over a scandal that caused the closure of the firm's private bank in Japan.,Business
